1	293	17038	2013-07-31 00:00:00
2	295	15369	2011-08-01 00:00:00
3	297	8010	2011-08-01 00:00:00
4	299	5316	2013-07-31 00:00:00
5	301	6653	2011-05-31 00:00:00
6	303	9010	2012-07-31 00:00:00
7	305	8937	2011-05-31 00:00:00
8	307	16124	2012-10-30 00:00:00
9	309	9478	2011-07-01 00:00:00
10	311	17600	2011-08-01 00:00:00
11	313	1970	2013-06-30 00:00:00
12	315	8274	2013-07-31 00:00:00
13	317	13045	2011-05-31 00:00:00
14	319	13601	2011-08-01 00:00:00
15	323	5958	2012-07-31 00:00:00
16	325	10709	2012-05-30 00:00:00
17	327	126	2013-07-31 00:00:00
18	329	6626	2013-05-30 00:00:00
19	331	14963	2012-06-30 00:00:00
20	333	18100	2011-08-01 00:00:00
21	335	12823	2013-03-30 00:00:00
22	337	11434	2013-06-30 00:00:00
23	339	13160	2011-07-01 00:00:00
24	341	3787	2011-10-31 00:00:00
25	343	8979	2011-07-01 00:00:00
26	345	14729	2011-07-01 00:00:00
27	347	6264	2011-07-01 00:00:00
28	349	2273	2013-07-31 00:00:00
29	351	18154	2012-06-30 00:00:00
30	353	18257	2013-07-31 00:00:00
31	355	14184	2011-07-01 00:00:00
32	357	11472	2013-06-30 00:00:00
33	359	10785	2013-06-30 00:00:00
34	361	4215	2011-08-01 00:00:00
35	363	2396	2013-06-30 00:00:00
36	365	4983	2012-05-30 00:00:00
37	367	1660	2011-07-01 00:00:00
38	369	17861	2011-07-01 00:00:00
39	371	15321	2011-07-01 00:00:00
40	373	3756	2013-06-30 00:00:00
41	375	14486	2011-08-01 00:00:00
42	377	16441	2013-06-30 00:00:00
43	379	10338	2013-07-31 00:00:00
44	381	4173	2012-07-31 00:00:00
45	383	18570	2013-07-31 00:00:00
46	385	9102	2012-07-31 00:00:00
47	387	626	2011-10-31 00:00:00
48	389	5409	2012-08-30 00:00:00
49	391	2337	2011-05-31 00:00:00
50	393	5262	2013-07-31 00:00:00
51	397	6272	2012-07-31 00:00:00
52	405	11945	2012-10-30 00:00:00
53	407	14938	2013-07-31 00:00:00
54	409	6306	2013-06-30 00:00:00
55	411	181	2011-07-01 00:00:00
56	413	17315	2012-06-30 00:00:00
57	417	13667	2011-10-01 00:00:00
58	419	12491	2013-06-30 00:00:00
59	421	18295	2012-06-30 00:00:00
60	427	12189	2012-06-30 00:00:00
61	429	16173	2013-02-28 00:00:00
62	431	10057	2012-07-31 00:00:00
63	435	10187	2013-06-30 00:00:00
64	437	5528	2011-07-01 00:00:00
65	439	7083	2011-05-31 00:00:00
66	441	12492	2013-07-31 00:00:00
67	443	7657	2013-07-31 00:00:00
68	445	1977	2013-07-31 00:00:00
69	449	9647	2013-07-31 00:00:00
70	451	1684	2011-10-01 00:00:00
71	453	1163	2011-10-01 00:00:00
72	455	11087	2013-06-30 00:00:00
73	463	3513	2013-07-31 00:00:00
74	465	11282	2011-07-01 00:00:00
75	471	14489	2012-07-31 00:00:00
76	473	9772	2012-06-30 00:00:00
77	475	7777	2013-06-30 00:00:00
78	477	7293	2011-08-01 00:00:00
79	479	14814	2013-07-31 00:00:00
80	481	10832	2013-06-30 00:00:00
81	483	4322	2011-05-31 00:00:00
82	487	18017	2011-05-31 00:00:00
83	489	7527	2013-06-30 00:00:00
84	491	9458	2012-07-31 00:00:00
85	493	13917	2011-07-01 00:00:00
86	495	242	2011-05-31 00:00:00
87	497	14363	2011-07-01 00:00:00
88	501	17699	2013-07-31 00:00:00
89	503	8394	2012-07-31 00:00:00
90	505	3490	2012-07-31 00:00:00
91	507	12316	2013-06-30 00:00:00
92	509	6442	2012-07-31 00:00:00
93	511	319	2011-08-01 00:00:00
94	513	6920	2013-08-30 00:00:00
95	515	12857	2012-07-31 00:00:00
96	517	15232	2011-05-31 00:00:00
97	519	4524	2011-08-01 00:00:00
98	521	1359	2011-07-01 00:00:00
99	523	4789	2011-10-01 00:00:00
100	525	1803	2012-07-31 00:00:00
101	527	972	2011-10-01 00:00:00
102	531	16467	2013-06-30 00:00:00
103	533	1906	2012-05-30 00:00:00
104	535	15842	2011-10-01 00:00:00
105	537	17164	2013-05-30 00:00:00
106	539	1308	2012-06-30 00:00:00
107	541	3392	2013-05-30 00:00:00
108	543	17368	2011-08-01 00:00:00
109	545	8522	2012-06-30 00:00:00
110	547	6340	2012-05-30 00:00:00
111	549	16065	2013-05-30 00:00:00
112	551	19204	2011-05-31 00:00:00
113	553	15195	2013-06-30 00:00:00
114	555	15487	2012-06-30 00:00:00
115	557	4052	2012-05-30 00:00:00
116	559	2741	2012-07-31 00:00:00
117	561	3318	2012-06-30 00:00:00
118	563	11110	2013-05-30 00:00:00
119	565	17281	2013-07-31 00:00:00
120	567	18868	2012-05-30 00:00:00
121	569	16021	2012-05-30 00:00:00
122	573	14612	2011-05-31 00:00:00
123	577	4727	2013-07-31 00:00:00
124	579	15924	2013-06-30 00:00:00
125	581	17540	2013-06-30 00:00:00
126	583	3235	2011-05-31 00:00:00
127	585	5758	2011-10-01 00:00:00
128	587	13536	2013-07-31 00:00:00
129	589	18717	2012-05-30 00:00:00
130	591	1566	2011-05-31 00:00:00
131	595	12715	2013-06-30 00:00:00
132	597	17277	2012-06-30 00:00:00
133	599	10270	2011-07-01 00:00:00
134	601	17923	2012-06-30 00:00:00
135	603	553	2012-06-30 00:00:00
136	607	5577	2011-07-01 00:00:00
137	609	5514	2012-09-30 00:00:00
138	611	7829	2011-08-01 00:00:00
139	613	17308	2013-05-30 00:00:00
140	615	204	2011-07-01 00:00:00
141	617	2602	2013-07-31 00:00:00
142	619	6863	2012-09-30 00:00:00
143	621	15954	2012-06-30 00:00:00
